"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"Wyoming","56","2023","2023","Smallpox","11800",0
,"Wyoming","56","2023","2023","Spotted fever rickettsiosis, Total","10250",0
,"Wyoming","56","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",0
,"Wyoming","56","2023","2023","Spotted fever rickettsiosis, Probable","10254",0
,"Wyoming","56","2023","2023","Streptococcal toxic shock syndrome","11700",0
,"Wyoming","56","2023","2023","Syphilis, Total, all stages","10399",56
,"Wyoming","56","2023","2023","Syphilis, Congenital","10316",2
,"Wyoming","56","2023","2023","Syphilis, Primary and secondary","10310",13
,"Wyoming","56","2023","2023","Tetanus","10210",0
,"Wyoming","56","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",0
,"Wyoming","56","2023","2023","Trichinellosis","10270",0
,"Wyoming","56","2023","2023","Tuberculosis","10220",2
,"Wyoming","56","2023","2023","Tularemia","10230",0
,"Wyoming","56","2023","2023","Typhoid fever","10240",0
,"Wyoming","56","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",0
,"Wyoming","56","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Wyoming","56","2023","2023","Varicella morbidity","10030",0
,"Wyoming","56","2023","2023","Varicella mortality","10031",Not Reportable
,"Wyoming","56","2023","2023","Vibriosis, Total","11545",7
,"Wyoming","56","2023","2023","Vibriosis, Confirmed","50234",0
,"Wyoming","56","2023","2023","Vibriosis, Probable","50235",7
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers","11647",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Wyoming","56","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Wyoming","56","2023","2023","Yellow fever","10660",0
,"Wyoming","56","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Wyoming","56","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Wyoming","56","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Wyoming","56","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Territories","REGION10","2023","2023","Anthrax","10350",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Territories","REGION10","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Territories","REGION10","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Territories","REGION10","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Territories","REGION10","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Territories","REGION10","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",0
,"Territories","REGION10","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Territories","REGION10","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Territories","REGION10","2023","2023","Babesiosis, Total","12010",0
,"Territories","REGION10","2023","2023","Babesiosis, Confirmed","12011",0
,"Territories","REGION10","2023","2023","Babesiosis, Probable","12012",0
,"Territories","REGION10","2023","2023","Botulism, Total","10360",0
,"Territories","REGION10","2023","2023","Botulism, Foodborne","10530",0
,"Territories","REGION10","2023","2023","Botulism, Infant","10540",0
,"Territories","REGION10","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Territories","REGION10","2023","2023","Brucellosis","10020",1
,"Territories","REGION10","2023","2023","Campylobacteriosis","11020",77
,"Territories","REGION10","2023","2023","Candida auris, clinical","50263",0
,"Territories","REGION10","2023","2023","Candida auris, screening","50264",0
,"Territories","REGION10","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Territories","REGION10","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",182
,"Territories","REGION10","2023","2023","Chancroid","10273",0
,"Territories","REGION10","2023","2023","Chlamydia trachomatis infection","10274",7139
,"Territories","REGION10","2023","2023","Cholera","10470",0
,"Territories","REGION10","2023","2023","Coccidioidomycosis","11900",1
,"Territories","REGION10","2023","2023","Coccidioidomycosis, confirmed","11901",1
,"Territories","REGION10","2023","2023","Coccidioidomycosis, probable","11902",0
,"Territories","REGION10","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",271296
,"Territories","REGION10","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",46054
,"Territories","REGION10","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",225242
,"Territories","REGION10","2023","2023","Cryptosporidiosis, Total","11580",0
,"Territories","REGION10","2023","2023","Cryptosporidiosis, Confirmed","11582",0
,"Territories","REGION10","2023","2023","Cryptosporidiosis, Probable","11583",0
,"Territories","REGION10","2023","2023","Cyclosporiasis","11575",0
,"Territories","REGION10","2023","2023","Dengue virus infections, Dengue","10680",1082
,"Territories","REGION10","2023","2023","Dengue virus infections, Dengue-like illness","11704",124
,"Territories","REGION10","2023","2023","Dengue virus infections, Severe dengue","11705",74
,"Territories","REGION10","2023","2023","Diphtheria","10040",0
,"Territories","REGION10","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",0
,"Territories","REGION10","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",0
,"Territories","REGION10","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Territories","REGION10","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",0
,"Territories","REGION10","2023","2023","Giardiasis","11570",24
,"Territories","REGION10","2023","2023","Gonorrhea","10280",1536
,"Territories","REGION10","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",9
,"Territories","REGION10","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Territories","REGION10","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",0
,"Territories","REGION10","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",0
,"Territories","REGION10","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",3
,"Territories","REGION10","2023","2023","Hansen's disease","10380",6
,"Territories","REGION10","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Territories","REGION10","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Territories","REGION10","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",0
,"Territories","REGION10","2023","2023","Hepatitis, A","10110",4
,"Territories","REGION10","2023","2023","Hepatitis, B, acute","10100",10
,"Territories","REGION10","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Territories","REGION10","2023","2023","Hepatitis, C, acute","10101",3
,"Territories","REGION10","2023","2023","Hepatitis, C, acute, Confirmed","50228",0
,"Territories","REGION10","2023","2023","Hepatitis, C, acute, Probable","50229",3
,"Territories","REGION10","2023","2023","Hepatitis, C, perinatal infection","50248",0
,"Territories","REGION10","2023","2023","Human immunodeficiency virus diagnoses","10560",408
,"Territories","REGION10","2023","2023","Influenza-associated pediatric mortality","11061",0
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, All ages","11723",10
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",10
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",0
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",2
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",2
,"Territories","REGION10","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",0
,"Territories","REGION10","2023","2023","Legionellosis","10490",7
,"Territories","REGION10","2023","2023","Leptospirosis","10390",300
,"Territories","REGION10","2023","2023","Listeriosis, Total","10640",2
,"Territories","REGION10","2023","2023","Listeriosis, Confirmed","10641",2
,"Territories","REGION10","2023","2023","Listeriosis, Probable","10642",0
,"Territories","REGION10","2023","2023","Lyme disease, Total","11080",1
,"Territories","REGION10","2023","2023","Lyme disease, Confirmed","11081",1
,"Territories","REGION10","2023","2023","Lyme disease, Probable","11082",0
,"Territories","REGION10","2023","2023","Malaria","10130",0
,"Territories","REGION10","2023","2023","Measles, Total","10140",0
,"Territories","REGION10","2023","2023","Measles, Indigenous","10500",0
,"Territories","REGION10","2023","2023","Measles, Imported","10510",0
,"Territories","REGION10","2023","2023","Melioidosis","11585",0
,"Territories","REGION10","2023","2023","Meningococcal disease, All serogroups","10150",0
,"Territories","REGION10","2023","2023","Meningococcal disease, Serogroups ACWY","10151",0
,"Territories","REGION10","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Territories","REGION10","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Territories","REGION10","2023","2023","Meningococcal disease, Unknown serogroup","10154",0
,"Territories","REGION10","2023","2023","Mpox","11801",9
,"Territories","REGION10","2023","2023","Mumps","10180",5
,"Territories","REGION10","2023","2023","Novel Influenza A virus infections","11062",0
,"Territories","REGION10","2023","2023","Paratyphoid fever","50236",0
,"Territories","REGION10","2023","2023","Pertussis","10190",36
,"Territories","REGION10","2023","2023","Plague","10440",0
,"Territories","REGION10","2023","2023","Poliomyelitis, paralytic","10410",0
,"Territories","REGION10","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Territories","REGION10","2023","2023","Psittacosis","10450",0
,"Territories","REGION10","2023","2023","Q fever, Total","10259",0
,"Territories","REGION10","2023","2023","Q fever, Acute","10257",0
,"Territories","REGION10","2023","2023","Q fever, Chronic","10258",0
,"Territories","REGION10","2023","2023","Rabies, Animal","10340",25
,"Territories","REGION10","2023","2023","Rabies, Human","10460",0
,"Territories","REGION10","2023","2023","Rubella","10200",0
,"Territories","REGION10","2023","2023","Rubella, congenital syndrome","10370",0
,"Territories","REGION10","2023","2023","Salmonella Paratyphi infection","50266",2
,"Territories","REGION10","2023","2023","Salmonella Typhi infection","50267",0
,"Territories","REGION10","2023","2023","Salmonellosis","11000",0
,"Territories","REGION10","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Territories","REGION10","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",503
,"Territories","REGION10","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Territories","REGION10","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",10
,"Territories","REGION10","2023","2023","Shigellosis","11010",31
,"Territories","REGION10","2023","2023","Smallpox","11800",0
,"Territories","REGION10","2023","2023","Spotted fever rickettsiosis, Total","10250",0
,"Territories","REGION10","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",0
,"Territories","REGION10","2023","2023","Spotted fever rickettsiosis, Probable","10254",0
,"Territories","REGION10","2023","2023","Streptococcal toxic shock syndrome","11700",0
,"Territories","REGION10","2023","2023","Syphilis, Total, all stages","10399",1668
,"Territories","REGION10","2023","2023","Syphilis, Congenital","10316",28
,"Territories","REGION10","2023","2023","Syphilis, Primary and secondary","10310",446
,"Territories","REGION10","2023","2023","Tetanus","10210",1
,"Territories","REGION10","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",0
,"Territories","REGION10","2023","2023","Trichinellosis","10270",0
,"Territories","REGION10","2023","2023","Tuberculosis","10220",95
,"Territories","REGION10","2023","2023","Tularemia","10230",0
,"Territories","REGION10","2023","2023","Typhoid fever","10240",0
,"Territories","REGION10","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",0
,"Territories","REGION10","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Territories","REGION10","2023","2023","Varicella morbidity","10030",63
,"Territories","REGION10","2023","2023","Varicella mortality","10031",0
,"Territories","REGION10","2023","2023","Vibriosis, Total","11545",1
,"Territories","REGION10","2023","2023","Vibriosis, Confirmed","50234",1
,"Territories","REGION10","2023","2023","Vibriosis, Probable","50235",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers","11647",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Territories","REGION10","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Territories","REGION10","2023","2023","Yellow fever","10660",0
,"Territories","REGION10","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Territories","REGION10","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",30
,"Territories","REGION10","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Territories","REGION10","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",16
,"American Samoa","60","2023","2023","Anthrax","10350",0
,"American Samoa","60","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"American Samoa","60","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"American Samoa","60","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"American Samoa","60","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"American Samoa","60","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"American Samoa","60","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"American Samoa","60","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"American Samoa","60","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"American Samoa","60","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"American Samoa","60","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"American Samoa","60","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"American Samoa","60","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",0
,"American Samoa","60","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",0
,"American Samoa","60","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"American Samoa","60","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"American Samoa","60","2023","2023","Babesiosis, Total","12010",Unavailable
,"American Samoa","60","2023","2023","Babesiosis, Confirmed","12011",Unavailable
,"American Samoa","60","2023","2023","Babesiosis, Probable","12012",Unavailable
,"American Samoa","60","2023","2023","Botulism, Total","10360",0
,"American Samoa","60","2023","2023","Botulism, Foodborne","10530",0
,"American Samoa","60","2023","2023","Botulism, Infant","10540",0
,"American Samoa","60","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"American Samoa","60","2023","2023","Brucellosis","10020",0
,"American Samoa","60","2023","2023","Campylobacteriosis","11020",0
,"American Samoa","60","2023","2023","Candida auris, clinical","50263",0
,"American Samoa","60","2023","2023","Candida auris, screening","50264",0
,"American Samoa","60","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"American Samoa","60","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",0
,"American Samoa","60","2023","2023","Chancroid","10273",0
,"American Samoa","60","2023","2023","Chlamydia trachomatis infection","10274",344
,"American Samoa","60","2023","2023","Cholera","10470",0
,"American Samoa","60","2023","2023","Coccidioidomycosis","11900",Not Reportable
,"American Samoa","60","2023","2023","Coccidioidomycosis, confirmed","11901",Not Reportable
,"American Samoa","60","2023","2023","Coccidioidomycosis, probable","11902",Not Reportable
,"American Samoa","60","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",208
,"American Samoa","60","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",208
,"American Samoa","60","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",0
,"American Samoa","60","2023","2023","Cryptosporidiosis, Total","11580",Not Reportable
,"American Samoa","60","2023","2023","Cryptosporidiosis, Confirmed","11582",Not Reportable
,"American Samoa","60","2023","2023","Cryptosporidiosis, Probable","11583",Not Reportable
,"American Samoa","60","2023","2023","Cyclosporiasis","11575",Not Reportable
,"American Samoa","60","2023","2023","Dengue virus infections, Dengue","10680",0
,"American Samoa","60","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"American Samoa","60","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"American Samoa","60","2023","2023","Diphtheria","10040",0
,"American Samoa","60","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",Not Reportable
,"American Samoa","60","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",Not Reportable
,"American Samoa","60","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",Not Reportable
,"American Samoa","60","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",Not Reportable
,"American Samoa","60","2023","2023","Giardiasis","11570",0
,"American Samoa","60","2023","2023","Gonorrhea","10280",40
,"American Samoa","60","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",0
,"American Samoa","60","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"American Samoa","60","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",0
,"American Samoa","60","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",0
,"American Samoa","60","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",0
,"American Samoa","60","2023","2023","Hansen's disease","10380",0
,"American Samoa","60","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"American Samoa","60","2023","2023","Hantavirus pulmonary syndrome","11590",Not Reportable
,"American Samoa","60","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",Not Reportable
,"American Samoa","60","2023","2023","Hepatitis, A","10110",0
,"American Samoa","60","2023","2023","Hepatitis, B, acute","10100",0
,"American Samoa","60","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"American Samoa","60","2023","2023","Hepatitis, C, acute","10101",0
,"American Samoa","60","2023","2023","Hepatitis, C, acute, Confirmed","50228",0
,"American Samoa","60","2023","2023","Hepatitis, C, acute, Probable","50229",0
,"American Samoa","60","2023","2023","Hepatitis, C, perinatal infection","50248",0
,"American Samoa","60","2023","2023","Human immunodeficiency virus diagnoses","10560",0
,"American Samoa","60","2023","2023","Influenza-associated pediatric mortality","11061",0
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, All ages","11723",Not Reportable
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",Not Reportable
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",Not Reportable
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",Not Reportable
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",Not Reportable
,"American Samoa","60","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",Not Reportable
,"American Samoa","60","2023","2023","Legionellosis","10490",Not Reportable
,"American Samoa","60","2023","2023","Leptospirosis","10390",0
,"American Samoa","60","2023","2023","Listeriosis, Total","10640",Not Reportable
,"American Samoa","60","2023","2023","Listeriosis, Confirmed","10641",Not Reportable
,"American Samoa","60","2023","2023","Listeriosis, Probable","10642",Not Reportable
,"American Samoa","60","2023","2023","Lyme disease, Total","11080",Not Reportable
,"American Samoa","60","2023","2023","Lyme disease, Confirmed","11081",Not Reportable
,"American Samoa","60","2023","2023","Lyme disease, Probable","11082",Not Reportable
,"American Samoa","60","2023","2023","Malaria","10130",0
,"American Samoa","60","2023","2023","Measles, Total","10140",0
,"American Samoa","60","2023","2023","Measles, Indigenous","10500",0
,"American Samoa","60","2023","2023","Measles, Imported","10510",0
,"American Samoa","60","2023","2023","Melioidosis","11585",0
,"American Samoa","60","2023","2023","Meningococcal disease, All serogroups","10150",0
,"American Samoa","60","2023","2023","Meningococcal disease, Serogroups ACWY","10151",0
,"American Samoa","60","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"American Samoa","60","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"American Samoa","60","2023","2023","Meningococcal disease, Unknown serogroup","10154",0
,"American Samoa","60","2023","2023","Mpox","11801",0
,"American Samoa","60","2023","2023","Mumps","10180",0
,"American Samoa","60","2023","2023","Novel Influenza A virus infections","11062",0
,"American Samoa","60","2023","2023","Paratyphoid fever","50236",0
,"American Samoa","60","2023","2023","Pertussis","10190",0
,"American Samoa","60","2023","2023","Plague","10440",0
,"American Samoa","60","2023","2023","Poliomyelitis, paralytic","10410",0
,"American Samoa","60","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"American Samoa","60","2023","2023","Psittacosis","10450",Not Reportable
,"American Samoa","60","2023","2023","Q fever, Total","10259",Not Reportable
,"American Samoa","60","2023","2023","Q fever, Acute","10257",Not Reportable
,"American Samoa","60","2023","2023","Q fever, Chronic","10258",Not Reportable
,"American Samoa","60","2023","2023","Rabies, Animal","10340",Unavailable
,"American Samoa","60","2023","2023","Rabies, Human","10460",Unavailable
,"American Samoa","60","2023","2023","Rubella","10200",0
,"American Samoa","60","2023","2023","Rubella, congenital syndrome","10370",0
,"American Samoa","60","2023","2023","Salmonella Paratyphi infection","50266",0
,"American Samoa","60","2023","2023","Salmonella Typhi infection","50267",0
,"American Samoa","60","2023","2023","Salmonellosis","11000",0
,"American Samoa","60","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"American Samoa","60","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",0
,"American Samoa","60","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"American Samoa","60","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",0
,"American Samoa","60","2023","2023","Shigellosis","11010",0
,"American Samoa","60","2023","2023","Smallpox","11800",0
,"American Samoa","60","2023","2023","Spotted fever rickettsiosis, Total","10250",Not Reportable
,"American Samoa","60","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",Not Reportable
,"American Samoa","60","2023","2023","Spotted fever rickettsiosis, Probable","10254",Not Reportable
,"American Samoa","60","2023","2023","Streptococcal toxic shock syndrome","11700",Not Reportable
,"American Samoa","60","2023","2023","Syphilis, Total, all stages","10399",0
,"American Samoa","60","2023","2023","Syphilis, Congenital","10316",0
,"American Samoa","60","2023","2023","Syphilis, Primary and secondary","10310",0
,"American Samoa","60","2023","2023","Tetanus","10210",0
,"American Samoa","60","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",Not Reportable
,"American Samoa","60","2023","2023","Trichinellosis","10270",Not Reportable
,"American Samoa","60","2023","2023","Tuberculosis","10220",5
,"American Samoa","60","2023","2023","Tularemia","10230",0
,"American Samoa","60","2023","2023","Typhoid fever","10240",0
,"American Samoa","60","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",Not Reportable
,"American Samoa","60","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",Not Reportable
,"American Samoa","60","2023","2023","Varicella morbidity","10030",Not Reportable
,"American Samoa","60","2023","2023","Varicella mortality","10031",Not Reportable
,"American Samoa","60","2023","2023","Vibriosis, Total","11545",Not Reportable
,"American Samoa","60","2023","2023","Vibriosis, Confirmed","50234",Not Reportable
,"American Samoa","60","2023","2023","Vibriosis, Probable","50235",Not Reportable
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers","11647",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"American Samoa","60","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"American Samoa","60","2023","2023","Yellow fever","10660",0
,"American Samoa","60","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"American Samoa","60","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"American Samoa","60","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"American Samoa","60","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Anthrax","10350",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Commonwealth of Northern Mariana Islands","69","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
