"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"United States","U.S.","2023","2023","Anthrax","10350",0
,"United States","U.S.","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",150
,"United States","U.S.","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",7
,"United States","U.S.","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"United States","U.S.","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",20
,"United States","U.S.","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",7
,"United States","U.S.","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",34
,"United States","U.S.","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",1
,"United States","U.S.","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",47
,"United States","U.S.","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",2
,"United States","U.S.","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",14
,"United States","U.S.","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",7
,"United States","U.S.","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",1791
,"United States","U.S.","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",839
,"United States","U.S.","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"United States","U.S.","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"United States","U.S.","2023","2023","Babesiosis, Total","12010",3586
,"United States","U.S.","2023","2023","Babesiosis, Confirmed","12011",3116
,"United States","U.S.","2023","2023","Babesiosis, Probable","12012",470
,"United States","U.S.","2023","2023","Botulism, Total","10360",205
,"United States","U.S.","2023","2023","Botulism, Foodborne","10530",17
,"United States","U.S.","2023","2023","Botulism, Infant","10540",174
,"United States","U.S.","2023","2023","Botulism, Other (wound & unspecified)","10550",14
,"United States","U.S.","2023","2023","Brucellosis","10020",145
,"United States","U.S.","2023","2023","Campylobacteriosis","11020",81547
,"United States","U.S.","2023","2023","Candida auris, clinical","50263",3200
,"United States","U.S.","2023","2023","Candida auris, screening","50264",4366
,"United States","U.S.","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"United States","U.S.","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",6910
,"United States","U.S.","2023","2023","Chancroid","10273",4
,"United States","U.S.","2023","2023","Chlamydia trachomatis infection","10274",1648444
,"United States","U.S.","2023","2023","Cholera","10470",19
,"United States","U.S.","2023","2023","Coccidioidomycosis","11900",21012
,"United States","U.S.","2023","2023","Coccidioidomycosis, confirmed","11901",20685
,"United States","U.S.","2023","2023","Coccidioidomycosis, probable","11902",327
,"United States","U.S.","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",7370422
,"United States","U.S.","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",4896251
,"United States","U.S.","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",2474171
,"United States","U.S.","2023","2023","Cryptosporidiosis, Total","11580",13310
,"United States","U.S.","2023","2023","Cryptosporidiosis, Confirmed","11582",10584
,"United States","U.S.","2023","2023","Cryptosporidiosis, Probable","11583",2726
,"United States","U.S.","2023","2023","Cyclosporiasis","11575",4463
,"United States","U.S.","2023","2023","Dengue virus infections, Dengue","10680",1944
,"United States","U.S.","2023","2023","Dengue virus infections, Dengue-like illness","11704",23
,"United States","U.S.","2023","2023","Dengue virus infections, Severe dengue","11705",53
,"United States","U.S.","2023","2023","Diphtheria","10040",2
,"United States","U.S.","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",7279
,"United States","U.S.","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",1907
,"United States","U.S.","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",26
,"United States","U.S.","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",89
,"United States","U.S.","2023","2023","Giardiasis","11570",16178
,"United States","U.S.","2023","2023","Gonorrhea","10280",601262
,"United States","U.S.","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",6827
,"United States","U.S.","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",34
,"United States","U.S.","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",139
,"United States","U.S.","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",255
,"United States","U.S.","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",228
,"United States","U.S.","2023","2023","Hansen's disease","10380",88
,"United States","U.S.","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",1
,"United States","U.S.","2023","2023","Hantavirus pulmonary syndrome","11590",26
,"United States","U.S.","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",276
,"United States","U.S.","2023","2023","Hepatitis, A","10110",1643
,"United States","U.S.","2023","2023","Hepatitis, B, acute","10100",2212
,"United States","U.S.","2023","2023","Hepatitis, B, perinatal infection","10104",7
,"United States","U.S.","2023","2023","Hepatitis, C, acute","10101",5538
,"United States","U.S.","2023","2023","Hepatitis, C, acute, Confirmed","50228",4964
,"United States","U.S.","2023","2023","Hepatitis, C, acute, Probable","50229",574
,"United States","U.S.","2023","2023","Hepatitis, C, perinatal infection","50248",235
,"United States","U.S.","2023","2023","Human immunodeficiency virus diagnoses","10560",38850
,"United States","U.S.","2023","2023","Influenza-associated pediatric mortality","11061",142
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, All ages","11723",21151
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",20551
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",600
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",1181
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",1114
,"United States","U.S.","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",67
,"United States","U.S.","2023","2023","Legionellosis","10490",8101
,"United States","U.S.","2023","2023","Leptospirosis","10390",94
,"United States","U.S.","2023","2023","Listeriosis, Total","10640",998
,"United States","U.S.","2023","2023","Listeriosis, Confirmed","10641",934
,"United States","U.S.","2023","2023","Listeriosis, Probable","10642",64
,"United States","U.S.","2023","2023","Lyme disease, Total","11080",89468
,"United States","U.S.","2023","2023","Lyme disease, Confirmed","11081",3530
,"United States","U.S.","2023","2023","Lyme disease, Probable","11082",85938
,"United States","U.S.","2023","2023","Malaria","10130",2606
,"United States","U.S.","2023","2023","Measles, Total","10140",64
,"United States","U.S.","2023","2023","Measles, Indigenous","10500",42
,"United States","U.S.","2023","2023","Measles, Imported","10510",22
,"United States","U.S.","2023","2023","Melioidosis","11585",6
,"United States","U.S.","2023","2023","Meningococcal disease, All serogroups","10150",438
,"United States","U.S.","2023","2023","Meningococcal disease, Serogroups ACWY","10151",260
,"United States","U.S.","2023","2023","Meningococcal disease, Serogroup B","10152",44
,"United States","U.S.","2023","2023","Meningococcal disease, Other serogroups","10153",33
,"United States","U.S.","2023","2023","Meningococcal disease, Unknown serogroup","10154",101
,"United States","U.S.","2023","2023","Mpox","11801",1730
,"United States","U.S.","2023","2023","Mumps","10180",433
,"United States","U.S.","2023","2023","Novel Influenza A virus infections","11062",3
,"United States","U.S.","2023","2023","Paratyphoid fever","50236",0
,"United States","U.S.","2023","2023","Pertussis","10190",7063
,"United States","U.S.","2023","2023","Plague","10440",2
,"United States","U.S.","2023","2023","Poliomyelitis, paralytic","10410",0
,"United States","U.S.","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"United States","U.S.","2023","2023","Psittacosis","10450",1
,"United States","U.S.","2023","2023","Q fever, Total","10259",219
,"United States","U.S.","2023","2023","Q fever, Acute","10257",181
,"United States","U.S.","2023","2023","Q fever, Chronic","10258",38
,"United States","U.S.","2023","2023","Rabies, Animal","10340",3709
,"United States","U.S.","2023","2023","Rabies, Human","10460",0
,"United States","U.S.","2023","2023","Rubella","10200",11
,"United States","U.S.","2023","2023","Rubella, congenital syndrome","10370",1
,"United States","U.S.","2023","2023","Salmonella Paratyphi infection","50266",181
,"United States","U.S.","2023","2023","Salmonella Typhi infection","50267",535
,"United States","U.S.","2023","2023","Salmonellosis","11000",0
,"United States","U.S.","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"United States","U.S.","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",60934
,"United States","U.S.","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"United States","U.S.","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",18844
,"United States","U.S.","2023","2023","Shigellosis","11010",21769
,"United States","U.S.","2023","2023","Smallpox","11800",0
,"United States","U.S.","2023","2023","Spotted fever rickettsiosis, Total","10250",1204
,"United States","U.S.","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",56
,"United States","U.S.","2023","2023","Spotted fever rickettsiosis, Probable","10254",1148
,"United States","U.S.","2023","2023","Streptococcal toxic shock syndrome","11700",891
,"United States","U.S.","2023","2023","Syphilis, Total, all stages","10399",209119
,"United States","U.S.","2023","2023","Syphilis, Congenital","10316",3882
,"United States","U.S.","2023","2023","Syphilis, Primary and secondary","10310",52988
,"United States","U.S.","2023","2023","Tetanus","10210",18
,"United States","U.S.","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",39
,"United States","U.S.","2023","2023","Trichinellosis","10270",1
,"United States","U.S.","2023","2023","Tuberculosis","10220",9633
,"United States","U.S.","2023","2023","Tularemia","10230",196
,"United States","U.S.","2023","2023","Typhoid fever","10240",0
,"United States","U.S.","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",59
,"United States","U.S.","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",1
,"United States","U.S.","2023","2023","Varicella morbidity","10030",6896
,"United States","U.S.","2023","2023","Varicella mortality","10031",5
,"United States","U.S.","2023","2023","Vibriosis, Total","11545",3422
,"United States","U.S.","2023","2023","Vibriosis, Confirmed","50234",1542
,"United States","U.S.","2023","2023","Vibriosis, Probable","50235",1880
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers","11647",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"United States","U.S.","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"United States","U.S.","2023","2023","Yellow fever","10660",0
,"United States","U.S.","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"United States","U.S.","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",6
,"United States","U.S.","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"United States","U.S.","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",1
,"Alabama","01","2023","2023","Anthrax","10350",0
,"Alabama","01","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",1
,"Alabama","01","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",3
,"Alabama","01","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Alabama","01","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Alabama","01","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Alabama","01","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Alabama","01","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Alabama","01","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Alabama","01","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Alabama","01","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Alabama","01","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Alabama","01","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",26
,"Alabama","01","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",3
,"Alabama","01","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Alabama","01","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Alabama","01","2023","2023","Babesiosis, Total","12010",1
,"Alabama","01","2023","2023","Babesiosis, Confirmed","12011",1
,"Alabama","01","2023","2023","Babesiosis, Probable","12012",0
,"Alabama","01","2023","2023","Botulism, Total","10360",2
,"Alabama","01","2023","2023","Botulism, Foodborne","10530",0
,"Alabama","01","2023","2023","Botulism, Infant","10540",2
,"Alabama","01","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Alabama","01","2023","2023","Brucellosis","10020",1
,"Alabama","01","2023","2023","Campylobacteriosis","11020",879
,"Alabama","01","2023","2023","Candida auris, clinical","50263",Not Reportable
,"Alabama","01","2023","2023","Candida auris, screening","50264",0
,"Alabama","01","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Alabama","01","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",Not Reportable
,"Alabama","01","2023","2023","Chancroid","10273",0
,"Alabama","01","2023","2023","Chlamydia trachomatis infection","10274",33260
,"Alabama","01","2023","2023","Cholera","10470",0
,"Alabama","01","2023","2023","Coccidioidomycosis","11900",24
,"Alabama","01","2023","2023","Coccidioidomycosis, confirmed","11901",12
,"Alabama","01","2023","2023","Coccidioidomycosis, probable","11902",12
,"Alabama","01","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",182284
,"Alabama","01","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",92721
,"Alabama","01","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",89563
,"Alabama","01","2023","2023","Cryptosporidiosis, Total","11580",213
,"Alabama","01","2023","2023","Cryptosporidiosis, Confirmed","11582",120
,"Alabama","01","2023","2023","Cryptosporidiosis, Probable","11583",93
,"Alabama","01","2023","2023","Cyclosporiasis","11575",140
,"Alabama","01","2023","2023","Dengue virus infections, Dengue","10680",4
,"Alabama","01","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Alabama","01","2023","2023","Dengue virus infections, Severe dengue","11705",1
,"Alabama","01","2023","2023","Diphtheria","10040",0
,"Alabama","01","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",1
,"Alabama","01","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",4
,"Alabama","01","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Alabama","01","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",0
,"Alabama","01","2023","2023","Giardiasis","11570",216
,"Alabama","01","2023","2023","Gonorrhea","10280",11584
,"Alabama","01","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",176
,"Alabama","01","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Alabama","01","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",8
,"Alabama","01","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",4
,"Alabama","01","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",19
,"Alabama","01","2023","2023","Hansen's disease","10380",2
,"Alabama","01","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",Not Reportable
,"Alabama","01","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Alabama","01","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",6
,"Alabama","01","2023","2023","Hepatitis, A","10110",19
,"Alabama","01","2023","2023","Hepatitis, B, acute","10100",63
,"Alabama","01","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Alabama","01","2023","2023","Hepatitis, C, acute","10101",55
,"Alabama","01","2023","2023","Hepatitis, C, acute, Confirmed","50228",46
,"Alabama","01","2023","2023","Hepatitis, C, acute, Probable","50229",9
,"Alabama","01","2023","2023","Hepatitis, C, perinatal infection","50248",Not Reportable
,"Alabama","01","2023","2023","Human immunodeficiency virus diagnoses","10560",711
,"Alabama","01","2023","2023","Influenza-associated pediatric mortality","11061",1
,"Alabama","01","2023","2023","Invasive pneumococcal disease, All ages","11723",510
,"Alabama","01","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",492
,"Alabama","01","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",18
,"Alabama","01","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",44
,"Alabama","01","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",40
,"Alabama","01","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",4
,"Alabama","01","2023","2023","Legionellosis","10490",66
,"Alabama","01","2023","2023","Leptospirosis","10390",0
,"Alabama","01","2023","2023","Listeriosis, Total","10640",16
,"Alabama","01","2023","2023","Listeriosis, Confirmed","10641",13
,"Alabama","01","2023","2023","Listeriosis, Probable","10642",3
,"Alabama","01","2023","2023","Lyme disease, Total","11080",36
,"Alabama","01","2023","2023","Lyme disease, Confirmed","11081",25
,"Alabama","01","2023","2023","Lyme disease, Probable","11082",11
,"Alabama","01","2023","2023","Malaria","10130",10
,"Alabama","01","2023","2023","Measles, Total","10140",0
,"Alabama","01","2023","2023","Measles, Indigenous","10500",0
,"Alabama","01","2023","2023","Measles, Imported","10510",0
,"Alabama","01","2023","2023","Melioidosis","11585",0
,"Alabama","01","2023","2023","Meningococcal disease, All serogroups","10150",8
,"Alabama","01","2023","2023","Meningococcal disease, Serogroups ACWY","10151",3
,"Alabama","01","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Alabama","01","2023","2023","Meningococcal disease, Other serogroups","10153",2
,"Alabama","01","2023","2023","Meningococcal disease, Unknown serogroup","10154",3
,"Alabama","01","2023","2023","Mpox","11801",10
,"Alabama","01","2023","2023","Mumps","10180",3
,"Alabama","01","2023","2023","Novel Influenza A virus infections","11062",0
,"Alabama","01","2023","2023","Paratyphoid fever","50236",0
,"Alabama","01","2023","2023","Pertussis","10190",45
,"Alabama","01","2023","2023","Plague","10440",0
,"Alabama","01","2023","2023","Poliomyelitis, paralytic","10410",0
,"Alabama","01","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Alabama","01","2023","2023","Psittacosis","10450",0
,"Alabama","01","2023","2023","Q fever, Total","10259",2
,"Alabama","01","2023","2023","Q fever, Acute","10257",2
,"Alabama","01","2023","2023","Q fever, Chronic","10258",0
,"Alabama","01","2023","2023","Rabies, Animal","10340",38
,"Alabama","01","2023","2023","Rabies, Human","10460",0
,"Alabama","01","2023","2023","Rubella","10200",0
,"Alabama","01","2023","2023","Rubella, congenital syndrome","10370",0
,"Alabama","01","2023","2023","Salmonella Paratyphi infection","50266",0
,"Alabama","01","2023","2023","Salmonella Typhi infection","50267",2
,"Alabama","01","2023","2023","Salmonellosis","11000",0
,"Alabama","01","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Alabama","01","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",879
,"Alabama","01","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Alabama","01","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",169
,"Alabama","01","2023","2023","Shigellosis","11010",100
,"Alabama","01","2023","2023","Smallpox","11800",0
,"Alabama","01","2023","2023","Spotted fever rickettsiosis, Total","10250",80
,"Alabama","01","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",3
,"Alabama","01","2023","2023","Spotted fever rickettsiosis, Probable","10254",77
,"Alabama","01","2023","2023","Streptococcal toxic shock syndrome","11700",Not Reportable
,"Alabama","01","2023","2023","Syphilis, Total, all stages","10399",3794
,"Alabama","01","2023","2023","Syphilis, Congenital","10316",41
,"Alabama","01","2023","2023","Syphilis, Primary and secondary","10310",1460
,"Alabama","01","2023","2023","Tetanus","10210",0
,"Alabama","01","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",0
,"Alabama","01","2023","2023","Trichinellosis","10270",0
,"Alabama","01","2023","2023","Tuberculosis","10220",92
,"Alabama","01","2023","2023","Tularemia","10230",1
,"Alabama","01","2023","2023","Typhoid fever","10240",0
,"Alabama","01","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",1
,"Alabama","01","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Alabama","01","2023","2023","Varicella morbidity","10030",52
,"Alabama","01","2023","2023","Varicella mortality","10031",0
,"Alabama","01","2023","2023","Vibriosis, Total","11545",37
,"Alabama","01","2023","2023","Vibriosis, Confirmed","50234",13
,"Alabama","01","2023","2023","Vibriosis, Probable","50235",24
,"Alabama","01","2023","2023","Viral hemorrhagic fevers","11647",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Alabama","01","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Alabama","01","2023","2023","Yellow fever","10660",0
,"Alabama","01","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Alabama","01","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Alabama","01","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Alabama","01","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Alaska","02","2023","2023","Anthrax","10350",0
,"Alaska","02","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"Alaska","02","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Alaska","02","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Alaska","02","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Alaska","02","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Alaska","02","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Alaska","02","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Alaska","02","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Alaska","02","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Alaska","02","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Alaska","02","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Alaska","02","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",0
,"Alaska","02","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",0
,"Alaska","02","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Alaska","02","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Alaska","02","2023","2023","Babesiosis, Total","12010",Not Reportable
,"Alaska","02","2023","2023","Babesiosis, Confirmed","12011",Not Reportable
,"Alaska","02","2023","2023","Babesiosis, Probable","12012",Not Reportable
,"Alaska","02","2023","2023","Botulism, Total","10360",3
,"Alaska","02","2023","2023","Botulism, Foodborne","10530",3
,"Alaska","02","2023","2023","Botulism, Infant","10540",0
,"Alaska","02","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Alaska","02","2023","2023","Brucellosis","10020",0
,"Alaska","02","2023","2023","Campylobacteriosis","11020",163
,"Alaska","02","2023","2023","Candida auris, clinical","50263",1
,"Alaska","02","2023","2023","Candida auris, screening","50264",1
,"Alaska","02","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Alaska","02","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",0
,"Alaska","02","2023","2023","Chancroid","10273",0
,"Alaska","02","2023","2023","Chlamydia trachomatis infection","10274",5117
,"Alaska","02","2023","2023","Cholera","10470",0
,"Alaska","02","2023","2023","Coccidioidomycosis","11900",Not Reportable
,"Alaska","02","2023","2023","Coccidioidomycosis, confirmed","11901",Not Reportable
,"Alaska","02","2023","2023","Coccidioidomycosis, probable","11902",Not Reportable
,"Alaska","02","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",16890
,"Alaska","02","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",14244
,"Alaska","02","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",2646
,"Alaska","02","2023","2023","Cryptosporidiosis, Total","11580",14
,"Alaska","02","2023","2023","Cryptosporidiosis, Confirmed","11582",10
,"Alaska","02","2023","2023","Cryptosporidiosis, Probable","11583",4
,"Alaska","02","2023","2023","Cyclosporiasis","11575",1
,"Alaska","02","2023","2023","Dengue virus infections, Dengue","10680",2
,"Alaska","02","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Alaska","02","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Alaska","02","2023","2023","Diphtheria","10040",0
,"Alaska","02","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",Not Reportable
,"Alaska","02","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",Not Reportable
,"Alaska","02","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",Not Reportable
,"Alaska","02","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",Not Reportable
,"Alaska","02","2023","2023","Giardiasis","11570",62
,"Alaska","02","2023","2023","Gonorrhea","10280",2280
,"Alaska","02","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",25
,"Alaska","02","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",2
,"Alaska","02","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",3
